numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C1663;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADOS MAJADAHONDA;6;080;Majadahonda;CALLE;00176;de Ramón y Cajal;8;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (A);4481023;425842;91 6390585;fundacion@gilgayarre.org;FUNDACION GIL GAYARRE;G28275071;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C1665;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;DOMUSVI ALCOBENDAS, CENTRO DE DIA;35;006;Alcobendas;CALLE;A0211;del Miño;12;28100;;Norte;Nordeste;Alcobendas;Zona Básica 2;4488346;445920;916239102;"direccion.alcobendas@domusvi.es;coordinacion.alcobendas@sarquavitae.es";QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.;A80106842;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1686;Personas sin hogar;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;COMEDOR BENEFICO MADRE DE LA ALEGRIA;12;074;Leganés;CALLE;A0472;Santa Rosa;11;28911;;Sur;Leganés;Leganés I;Vírgenes/Vereda de Estudiantes;4464616;434559;;may_ordonez@hotmail.es;ASOCIACION BENEFICA MADRE DE LA ALEGRIA DE LEGANES;G28930774;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1689;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;LOS ANGELES (GUADARRAMA), RESIDENCIA PERSONAS MAYORES;67;068;Guadarrama;CALLE;00781;Valle del Alberche;22;28430;MANCOMUNIDAD LAS MALICIOSA;Norte;Sierra;Guadarrama;Guadarrama;4500241;411689;918508842;residencia.losangeles@hotmail.es;ROGASA RESIDENCIA, SL;B86231909;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1716;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;GETAFE NORTE APANID, PISOS TUTELADOS;8;065;Getafe;CALLE;A0643;Rosa Luxemburgo;5;28903;;Sur;Getafe;Centro Norte;Margaritas;4464120;438956;91 683 35 70;pisos@apanid.es;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1727;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;SIERRA DE MADRID-SOTO, RESIDENCIA DE PERSONAS MAYORES;29;144;Soto del Real;CALLE;00718;Acero;3;28791;MANCOMUNIDAD LAS CAÃ?ADAS;Norte;Sierra;Miraflores de la Sierra-El Molar;Miraflores de la Sierra;4511311;433807;918476297;info@residenciasotodelreal.es;LOJIFER ASISTENCIAL, S.L.U.;B13658596;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1730;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;FUENTES DE PEDREZUELA, RESIDENCIA DE PERSONAS MAYORES;103;108;Pedrezuela;CALLE;00119;del Pilar;1;28723;MANCOMUNIDAD VEGA DEL GUADALIX;Norte;Sierra;Miraflores de la Sierra-El Molar;El Molar;4510703;449120;918433410 / 3780;lasfuentes@residenciasdemadrid.es;ASERMUT, S. COOP.;F79011003;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1731;Personas sin hogar;CENTROS DE ACOGIDA;ALBERGUES;HOGAR DEL INMACULADO CORAZON DE MARIA;38;079;Madrid;PASEO;01995;de la Ermita del Santo;46;28011;;Madrid capital;Latina;Latina 1;Los Cármenes;4473321;438565;914633744;icmcspain@gmail.com;CASA-COMUNIDAD MISIONERAS DE LA CARIDAD DE LA MADRE TERESA DE CALCUTA;R7800181E;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1737;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;BOUCO PINTO I, RESIDENCIA DE PERSONAS MAYORES;160;113;Pinto;CALLE;A0260;de San Martín;20;28320;;Sur;Medio-Sur;Pinto;Pinto (B);4454699;440915;916928630;direccion.pinto1@emeis.com;RESIDENCIAL SENIOR 2000 S.L.U.;B82572413;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1738;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;BOUCO PINTO I, CENTRO DE DIA;50;113;Pinto;CALLE;A0260;de San Martín;20;28320;;Sur;Medio-Sur;Pinto;Pinto (B);4454699;440915;91 692 86 30;direccion.pinto1@emeis.com;RESIDENCIAL SENIOR 2000 S.L.U.;B82572413;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1742;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CASA DE LAS FLORES CENTRO DE DIA;57;079;Madrid;CALLE;05232;de Rodríguez San Pedro;72;28015;;Madrid capital;Chamberí;Chamberí 2;Gaztambide;4475954;439222;91 544 26 26;cdcasaflores@gmail.com;CENTRO DE DIA CASA DE LAS FLORES S.L.;B82250556;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1750;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA CERRO DE LOS ANGELES, RESIDENCIA PERSONAS MAYORES;99;065;Getafe;CALLE;A0356;de Groenlandia;6;28909;;Sur;Getafe;Zona Sur Rural;Perales del Río;4463991;443746;916849310;direccionca@begonresidencias.es;GERSMILE SL;B45886652;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1756;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;DOMUSVI EL ESCORIAL, CENTRO DE DIA PARA PERSONAS MAYORES;45;054;Escorial, El;CALLE;00085;de Juliana;2;28280;MANCOMUNIDAD SIERRA OESTE;Oeste;Noroeste;San Lorenzo de El Escorial;San Lorenzo de El Escorial;4493422;404082;91 890 21 12;direccion.elescorial@domusvi.es;QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.;A80106842;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1760;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA DE ATENCION A ENFERMOS MENTALES CRONICOS;40;041;Cobeña;CMNO;00133;de Madrid;1;28863;MANCOMUNIDAD 2016;Norte;Nordeste;Páramos;Fuente el Saz;4490603;456997;916209150;direccion.mrcobena@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1762;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;CASER RESIDENCIAL SANTA HORTENSIA, RESIDENCIA DE PERSONAS MAYORES;185;079;Madrid;CALLE;05635;de Santa Hortensia;46;28002;;Madrid capital;Chamartín;Chamartín 1;Prosperidad;4477281;443745;915106810;"mruiz2@caseresidencial.es;mpalomo@caseresidencial.es";CASER RESIDENCIAL, S.A.U.;A81228520;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1772;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;ANTARES, RESIDENCIA PERSONAS MAYORES;25;061;Galapagar;CALLE;A0508;Puente del Retamar;4;28260;;Oeste;Noroeste;San Lorenzo de El Escorial;Galapagar;4490998;415142;918597051;info@residenciaantares.com;RESIDENCIA GERIATRICA PRADO VERDE S.L.;B81425274;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1777;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;DOMUSVI JARDIN DE LOS MAYORES, CENTRO DE DIA;25;092;Móstoles;CALLE;A0195;de Juan de Ocaña;11;28931;;Oeste;Móstoles;Móstoles I;Móstoles I (A);4464009;426287;916146517 / 607333019;coordinacion.jardin@domusvi.es;SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.;A79059085;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1784;Personas sin hogar;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE ACOGIDA E INTEGRACION SOCIAL SANTIAGO MASARNAU;100;079;Madrid;CALLE;40860;de Seraín de Asís;7-A;28011;;Madrid capital;Latina;Latina 1;Lucero;;;914701350;"santiago.masarnau@ssvp.es;bernardo@masarnau.ssvp.es";SOCIEDAD DE SAN VICENTE DE PAUL EN ESPAñA;G28256667;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1785;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO DE MAYORES  CERCEDILLA;100;038;Cercedilla;PLAZA;00094;Mayor;9;28470;MANCOMUNIDAD LAS MALICIOSA;Norte;Sierra;Guadarrama;Cercedilla;4510582;410917;918525740;alcaldia@cercedilla.es;AYUNTAMIENTO DE CERCEDILLA;P2803800H;PÚBLICA;PRIVADA TOTAL
C1791;Infancia y Adolescencia;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;LABOURE, CENTRO DE DIA;40;079;Madrid;CALLE;03901;de la Marroquina;45;28030;;Madrid capital;Moratalaz;Moratalaz;Marroquina;4473298;444951;914390123;"laboure@fshijasdelacaridad.org; mavalero@fshijasdelacaridad.org";FUNDACION SOCIAL HIJAS DE LA CARIDAD;G88640958;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1792;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;EL ESCORIAL, RESIDENCIA PERSONAS MAYORES;60;054;Escorial, El;CALLE;00012;de Arias Montano;12;28280;MANCOMUNIDAD SIERRA OESTE;Oeste;Noroeste;San Lorenzo de El Escorial;San Lorenzo de El Escorial;4493461;404530;91 890 13 61;"direccionescorial@gruposantagema.com;elescorial@gruposantagema.com";ARIAS MONTANO S-N, S.L.;B81934077;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1803;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;LA ERMITA 5, RESIDENCIA PERSONAS MAYORES;30;106;Parla;CALLE;00843;Orquídea;5;28980;;Sur;Medio-Sur;Parla;Noroeste;4454040;434179;91 699 93 99;residencialaermita@hotmail.es;RECURSOS HUMANO GERIATRICOS SL;B88520341;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1804;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA DE MINUSVALIDOS  DR QUINTERO LUMBRERAS;45;079;Madrid;CTRA;01389;M-607 Colmenar Viejo;14,0;28049;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;El Goloso;4486311;441623;917345138 - 646744615;"asociacion.ipp@alenta.org;esthercasas@alenta.org";ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS;G28812022;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1806;Infancia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;APASCOVI, CENTRO DE REHABILITACION DE ATENCION TEMPRANA;55;010;Alpedrete;CALLE;A0115;de José María Usandizaga;34;28409;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4498637;413433;"91 850 63 92;639 14 17 97";atemprana@apascovi.org;FUNDACION APASCOVI;G82380478;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1812;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;APFMPS INSTITUTO DOCTOR QUINTERO LUMBRERAS, CENTRO OCUPACIONAL;40;079;Madrid;CTRA;01389;M-607 Colmenar Viejo;13,6;28049;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;El Goloso;4485895;441761;917345138 - 699467946;"asociacion.ipp@alenta.org;enriquelopez@alenta.org";ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS;G28812022;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1813;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;APFMPS INSTITUTO DOCTOR QUINTERO LUMBRERAS, CENTRO DE DIA;26;079;Madrid;CTRA;01389;M-607 Colmenar Viejo;13,6;28049;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;El Goloso;4485895;441761;917345138 - 616707740;"asociacion.ipp@alenta.org;martarodriguez@alenta.org";ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS;G28812022;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1824;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;URBANIZACION DE MAYORES, RESIDENCIA DE PERSONAS MAYORES;178;141;Sevilla la Nueva;AVDA;00087;del Guadarrama;S/N;28609;MANCOMUNIDAD EL ALBERCHE;Oeste;Suroeste;Navalcarnero;Navalcarnero (B);;;91 812 91 44;cserrano@gruporosalba.es;ROSALBA GESTIÓN SA;A84847524;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1828;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;VIVIENDA COMUNITARIA AMI 3;5;903;Tres Cantos;PLAZA;00285;de la Estación;3;28760;;Norte;Sierra;Tres Cantos;Tres Cantos II;4494529;439491;"918036759;91 293 81 15";"ami3@ami3.org;direccion@ami3.org";ASOCIACION EN FAVOR DE PERSONAS CON DISCAPACIDAD DE TRES CANTOS AMI-3;G80528235;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1835;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;BERROCALES (ALPEDRETE), RESIDENCIA DE PERSONAS MAYORES;29;010;Alpedrete;PLAZA;A0106;de Guadarrama;2;28439;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4501408;412106;630 73 12 26;cfbasterrechea@hotmail.com;TERCERA 2, S.L.;B82275108;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1846;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;VERSALLES, RESIDENCIA DE PERSONAS MAYORES;30;115;Pozuelo de Alarcón;CALLE;A0028;Alicante;11;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro II;4472841;434106;915183980;"residenciaversalles@hotmail.com;rommychg@msn.com";RESIDENCIAL VERSALLES S.L.;B81983918;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1848;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;EL ESCORIAL, CENTRO DE DIA;37;054;Escorial, El;CALLE;00012;de Arias Montano;12;28280;MANCOMUNIDAD SIERRA OESTE;Oeste;Noroeste;San Lorenzo de El Escorial;San Lorenzo de El Escorial;4493461;404530;;"direccionescorial@gruposantagema.com;elescorial@gruposantagema.com";ARIAS MONTANO S-N, S.L.;B81934077;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C1849;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;BALLESOL MADRID, RESIDENCIA DE PERSONAS MAYORES;122;079;Madrid;CALLE;02326;de Francisco de Rojas;4;28010;;Madrid capital;Chamberí;Chamberí 1;Trafalgar;4475605;440676;914464205;direccion.frojas@ballesol.es;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1853;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;CENTRO OCUPACIONAL MUNICIPAL DE MINUSVALIDOS DE ALCALA DE HENARES;100;005;Alcalá de Henares;CTRA;01062;Camarma (Margen Derecho);1;28806;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 8;4483299;467969;918829221/918829240;jesus.madrid@aldaba.ong;AYUNTAMIENTO DE ALCALA DE HENARES;P2800500G;PÚBLICA;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1857;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO SUPERVISADO CARABANCHEL;4;079;Madrid;CALLE;04383;de la Oca;12;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471218;437786;914618274;ldiaz@hospitalariasmadrid.org;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1858;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO SUPERVISADO VILLAVERDE;4;079;Madrid;CALLE;11848;de la Unanimidad;61;28041;;Madrid capital;Villaverde;Villaverde;Los Rosales;4467782;441864;914618274;ldiaz.sanmiguel@hospitalarias.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1859;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO SUPERVISADO MORATALAZ;4;079;Madrid;CALLE;09757;de Luis de Hoyos Sáinz;154;28030;;Madrid capital;Moratalaz;Moratalaz;Pavones-Horcajo;4472712;446292;915060008;prisemi@grupoexter.com;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1860;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO SUPERVISADO VALLECAS VILLA;4;079;Madrid;CALLE;05848;de Sierra Vieja;23;28031;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4469836;446681;915060008;prisemi@grupoexter.com;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1861;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO SUPERVISADO LATINA;4;079;Madrid;CALLE;08655;de Illescas;96;28047;;Madrid capital;Latina;Latina 2;Aluche;4471283;436102;914618274;ldiaz.sanmiguel@hospitalarias.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1868;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;SIERRA NORTE, CENTRO OCUPACIONAL;30;901;Lozoyuela-Navas-Sieteiglesias;AVDA;00001;de Madrid;40;28752;MANCOMUNIDAD SIERRA NORTE;Norte;Sierra;Sierra Norte;Bustarviejo;4530546;448117;91 869 42 65;apafam2000@yahoo.es;MANCOMUNIDAD DE SERVICIOS SOCIALES SIERRA NORTE;G79475406;PÚBLICA;PRIVADA CON PLAZAS CONCERTADAS
C1877;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;APASCOVI, CENTRO DE DIA;90;010;Alpedrete;CALLE;A0115;de José María Usandizaga;34;28409;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4498637;413433;"91 850 63 92; 660 96 12 20";jgarcia@apascovi.org;FUNDACION APASCOVI;G82380478;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1880;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO FUNDACION ASPAFES;8;080;Majadahonda;CALLE;00259;Velazquez;55;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (B);4478383;426622;;acuellar@gilgayarre.org;FUNDACION ASPAFES;G81848145;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1886;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO I ALBERGUE SAN JUAN DE DIOS;4;079;Madrid;CALLE;06445;de la Virgen del Puig;1;28027;;Madrid capital;Ciudad Lineal;Ciudad Lineal 1;Concepción;4476022;444112;672038555;belen.aparicio@sjd.es;CASA COMUNIDAD ORDEN HOSPITALARIA DE SAN JUAN DE DIOS-ALBERGUE DE SAN JUAN DE DIOS;R7900052G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1887;Personas con discapacidad física;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;ATENPACE CENTRO DE REHABILITACION PARA JOVENES Y ADULTOS PARALITICOS CEREBRALES;40;079;Madrid;CALLE;02979;de las Islas Marquesas;27;28035;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Peñagrande;4480888;438427;913167446;"gerencia@atenpace.org;cdr.direccion@atenpace.org";ASOCIACION PARA LA AYUDA A LA ATENCION DEL PARALITICO CEREBRAL (ATENPACE);G28836146;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1890;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA GERIATRICA MALVARROSA;17;115;Pozuelo de Alarcón;CALLE;A0555;Pío Milla Andrés;33;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro II;4472725;433967;915181464;rsmalvarrosa@gmail.com;RESIDENCIA CORREA S.L.;B87776837;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1896;Personas con discapacidad intelectual;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;COLMENAR VIEJO, CENTRO DE DIA PARA MINUSVALIDOS DE LA ASOCIACION DE EMPLEADOS DE IBERIA;33;045;Colmenar Viejo;CTRA;A0270;de Miraflores;33,6;28770;;Norte;Sierra;Colmenar Viejo;Zona 1: Noreste;4503315;434003;918463443;cdia.colmenar@grupoenvera.org;ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA PADRES DE PERSONAS CON DISCAPACIDAD;G28641116;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1897;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;PRIMAR I, RESIDENCIA DE PERSONAS MAYORES;40;059;Fuente el Saz de Jarama;AVDA;00160;de Aragón;21;28140;MANCOMUNIDAD 2016;Norte;Nordeste;Páramos;Fuente el Saz;4498538;457036;916201900;"vanesaaguado@primar.es;primar@primar.es";PRIMAR CENTRO GERIATRICO, S.L.;B81885360;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C1899;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;CASAVERDE VILLAMANTA, RESIDENCIA DE PERSONAS MAYORES;79;174;Villamanta;CTRA;A0047;M-507 (Navalcarnero);9,3;28610;MANCOMUNIDAD EL ALBERCHE;Oeste;Suroeste;Navalcarnero;Navalcarnero (B);;;691877635;direccion.villamanta@grupocasaverde.com;HOSPITALES Y CENTROS CASAVERDE MADRID, S.L.;B80832082;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C1901;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;PARQUE COIMBRA II, CENTRO OCUPACIONAL;90;092;Móstoles;AVDA;A0348;de los Sauces;59;28935;;Oeste;Móstoles;Móstoles II;Móstoles II (G);;;916478408;victoria.peinador@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C1902;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;MIRASIERRA, RESIDENCIA DE PERSONAS MAYORES;220;079;Madrid;CALLE;11970;de la Portera del Cura;1;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Mirasierra;4482469;439417;917 341 410 - 630 994 244;"residenciamirasierra@ingesan.es;gema.fernandez@ingesan.es";COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1903;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;MIRASIERRA, CENTRO DE DIA;45;079;Madrid;CALLE;11970;de la Portera del Cura;1;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Mirasierra;4482469;439417;91 734 14 10;"gema.fernandez@ingesan.es;residenciamirasierra@ingesan.es";COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C1930;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO DE INSERCION VICENTE DE PAUL CASA LA RAYA I;6;079;Madrid;CALLE;45427;de la Raya;15;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4472439;447330;914 464 739 - 682 319 051;pivp@fshijasdelacaridad.org;FUNDACION SOCIAL HIJAS DE LA CARIDAD;G88640958;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C1932;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO DE INSERCION VICENTE DE PAUL CASA LA RAYA II;6;079;Madrid;CALLE;45427;de la Raya;15;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4472439;447330;914 464 739 - 682 319 051;pivp@fshijasdelacaridad.org;FUNDACION SOCIAL HIJAS DE LA CARIDAD;G88640958;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
